Date.Time,Year,Month,Day,Time,Temperature.in.Celsius,Dew.Point.Temperature.in.Celsius,Relative Humidity.in.Percent,Humidex.in.Celsius,Hour
2016/12/12 13:00,2016,12,12,13:00,4.3,-0.2,72,NA,13
2016/12/12 14:00,2016,12,12,14:00,3.5,-1.2,71,NA,14
2016/12/12 15:00,2016,12,12,15:00,2.9,-0.7,77,NA,15
2016/12/12 16:00,2016,12,12,16:00,1.6,-1.4,80,NA,16
2016/12/12 17:00,2016,12,12,17:00,0.4,-1.6,87,NA,17
2016/12/12 18:00,2016,12,12,18:00,2,-0.6,83,NA,18
2016/12/12 19:00,2016,12,12,19:00,1.6,-1.1,82,NA,19
2016/12/12 20:00,2016,12,12,20:00,1.2,-2.4,77,NA,20
2016/12/12 21:00,2016,12,12,21:00,0.8,-2.1,81,NA,21
2016/12/12 22:00,2016,12,12,22:00,0.6,-2.1,82,NA,22
2016/12/12 23:00,2016,12,12,23:00,0,-3.3,79,NA,23
2016/12/13 0:00,2016,12,13,0:00,-0.5,-4.1,77,NA,0
2016/12/13 1:00,2016,12,13,1:00,-0.4,-3.5,80,NA,1
2016/12/13 2:00,2016,12,13,2:00,-0.4,-3,83,NA,2
2016/12/13 3:00,2016,12,13,3:00,-0.2,-2.3,85,NA,3
2016/12/13 4:00,2016,12,13,4:00,-0.1,-2.9,82,NA,4
2016/12/13 5:00,2016,12,13,5:00,-0.6,-3.6,81,NA,5
2016/12/13 6:00,2016,12,13,6:00,-0.6,-3.5,81,NA,6
2016/12/13 7:00,2016,12,13,7:00,-1,-3.2,85,NA,7
2016/12/13 8:00,2016,12,13,8:00,-1.2,-3.4,85,NA,8
2016/12/13 9:00,2016,12,13,9:00,-0.1,-3.1,80,NA,9
2016/12/13 10:00,2016,12,13,10:00,1.2,-1.8,80,NA,10
2016/12/13 11:00,2016,12,13,11:00,1.5,-2.6,74,NA,11
2016/12/13 12:00,2016,12,13,12:00,2.9,-2.8,66,NA,12
2016/12/13 13:00,2016,12,13,13:00,3,-2.5,67,NA,13
2016/12/13 14:00,2016,12,13,14:00,2,-3.1,69,NA,14
2016/12/13 15:00,2016,12,13,15:00,1.6,-3.1,71,NA,15
2016/12/13 16:00,2016,12,13,16:00,0.6,-3.3,75,NA,16
2016/12/13 17:00,2016,12,13,17:00,-0.1,-3.2,79,NA,17
2016/12/13 18:00,2016,12,13,18:00,1.3,-1.1,84,NA,18
2016/12/13 19:00,2016,12,13,19:00,0.7,-1.3,86,NA,19
2016/12/13 20:00,2016,12,13,20:00,-0.9,-1.9,93,NA,20
2016/12/13 21:00,2016,12,13,21:00,-0.2,-2.2,86,NA,21
2016/12/13 22:00,2016,12,13,22:00,-0.5,-2.4,87,NA,22
2016/12/13 23:00,2016,12,13,23:00,-0.3,-2.2,87,NA,23
2016/12/14 0:00,2016,12,14,0:00,-1.4,-2.8,90,NA,0
2016/12/14 1:00,2016,12,14,1:00,-1.4,-2.5,92,NA,1
2016/12/14 2:00,2016,12,14,2:00,-1.4,-3.3,87,NA,2
2016/12/14 3:00,2016,12,14,3:00,-1.7,-3.5,88,NA,3
2016/12/14 4:00,2016,12,14,4:00,-2.1,-3.8,88,NA,4
2016/12/14 5:00,2016,12,14,5:00,-2,-4.3,84,NA,5
2016/12/14 6:00,2016,12,14,6:00,-2.6,-5.5,81,NA,6
2016/12/14 7:00,2016,12,14,7:00,-2.5,-4.1,89,NA,7
2016/12/14 8:00,2016,12,14,8:00,-3,-4.8,88,NA,8
2016/12/14 9:00,2016,12,14,9:00,-2.1,-3.7,89,NA,9
2016/12/14 10:00,2016,12,14,10:00,-1,-3,86,NA,10
2016/12/14 11:00,2016,12,14,11:00,-0.8,-4.1,79,NA,11
2016/12/14 12:00,2016,12,14,12:00,1,-3.8,71,NA,12
2016/12/14 13:00,2016,12,14,13:00,0.4,-4.2,72,NA,13
2016/12/14 14:00,2016,12,14,14:00,0.4,-3.1,78,NA,14
2016/12/14 15:00,2016,12,14,15:00,0.2,-3.2,78,NA,15
2016/12/14 16:00,2016,12,14,16:00,0.3,-2.3,83,NA,16
2016/12/14 17:00,2016,12,14,17:00,-0.4,-2.8,84,NA,17
2016/12/14 18:00,2016,12,14,18:00,-0.9,-3.1,85,NA,18
2016/12/14 19:00,2016,12,14,19:00,-1.1,-3,87,NA,19
2016/12/14 20:00,2016,12,14,20:00,-1.7,-3.7,87,NA,20
2016/12/14 21:00,2016,12,14,21:00,-2,-4.3,84,NA,21
2016/12/14 22:00,2016,12,14,22:00,-2,-3.5,89,NA,22
2016/12/14 23:00,2016,12,14,23:00,-1.8,-2.8,93,NA,23
2016/12/15 0:00,2016,12,15,0:00,-2.1,-3,93,NA,0
2016/12/15 1:00,2016,12,15,1:00,-2.2,-3.3,92,NA,1
2016/12/15 2:00,2016,12,15,2:00,-1.9,-2.8,94,NA,2
2016/12/15 3:00,2016,12,15,3:00,-2.1,-3,94,NA,3
2016/12/15 4:00,2016,12,15,4:00,-2.1,-2.9,94,NA,4
2016/12/15 5:00,2016,12,15,5:00,-2.8,-3.4,95,NA,5
2016/12/15 6:00,2016,12,15,6:00,-2.6,-3.1,97,NA,6
2016/12/15 7:00,2016,12,15,7:00,-2.4,-2.9,97,NA,7
2016/12/15 8:00,2016,12,15,8:00,-2.8,-3.3,97,NA,8
2016/12/15 9:00,2016,12,15,9:00,-2.3,-2.8,96,NA,9
2016/12/15 10:00,2016,12,15,10:00,-0.6,-1.9,91,NA,10
2016/12/15 11:00,2016,12,15,11:00,0.6,-2.1,83,NA,11
2016/12/15 12:00,2016,12,15,12:00,1.5,-3,72,NA,12
2016/12/15 13:00,2016,12,15,13:00,1.3,-3.7,70,NA,13
2016/12/15 14:00,2016,12,15,14:00,1.2,-3.9,69,NA,14
2016/12/15 15:00,2016,12,15,15:00,0.8,-6.1,60,NA,15
2016/12/15 16:00,2016,12,15,16:00,1,-3.6,71,NA,16
2016/12/15 17:00,2016,12,15,17:00,0.6,-3.3,75,NA,17
2016/12/15 18:00,2016,12,15,18:00,0.3,-2.6,81,NA,18
2016/12/15 19:00,2016,12,15,19:00,0.1,-2.6,82,NA,19
2016/12/15 20:00,2016,12,15,20:00,-0.5,-2.2,88,NA,20
2016/12/15 21:00,2016,12,15,21:00,-1.4,-3.9,83,NA,21
2016/12/15 22:00,2016,12,15,22:00,-1.5,-3.6,86,NA,22
2016/12/15 23:00,2016,12,15,23:00,-1.9,-3.5,89,NA,23
2016/12/16 0:00,2016,12,16,0:00,-2.5,-5,83,NA,0
2016/12/16 1:00,2016,12,16,1:00,-2.7,-4.7,87,NA,1
2016/12/16 2:00,2016,12,16,2:00,-3.5,-6.9,78,NA,2
2016/12/16 3:00,2016,12,16,3:00,-3.5,-8,71,NA,3
2016/12/16 4:00,2016,12,16,4:00,-3.6,-8.1,71,NA,4
2016/12/16 5:00,2016,12,16,5:00,-3.6,-9.7,63,NA,5
2016/12/16 6:00,2016,12,16,6:00,-3.8,-8.2,72,NA,6
2016/12/16 7:00,2016,12,16,7:00,-3.4,-7.5,73,NA,7
2016/12/16 8:00,2016,12,16,8:00,-3.5,-8,71,NA,8
2016/12/16 9:00,2016,12,16,9:00,-3.1,-6.6,76,NA,9
2016/12/16 10:00,2016,12,16,10:00,-3.2,-10.4,57,NA,10
2016/12/16 11:00,2016,12,16,11:00,-2,-7.1,68,NA,11
2016/12/16 12:00,2016,12,16,12:00,-0.5,-8.7,54,NA,12
2016/12/16 13:00,2016,12,16,13:00,-0.4,-10.3,47,NA,13
2016/12/16 14:00,2016,12,16,14:00,-0.6,-9.3,52,NA,14
2016/12/16 15:00,2016,12,16,15:00,-1.3,-11.3,46,NA,15
2016/12/16 16:00,2016,12,16,16:00,-1.7,-9.6,54,NA,16
2016/12/16 17:00,2016,12,16,17:00,-2.1,-6.9,69,NA,17
2016/12/16 18:00,2016,12,16,18:00,-2.7,-5.8,79,NA,18
2016/12/16 19:00,2016,12,16,19:00,-2.9,-6.2,78,NA,19
2016/12/16 20:00,2016,12,16,20:00,-2.9,-7,73,NA,20
2016/12/16 21:00,2016,12,16,21:00,-3.2,-7.3,73,NA,21
2016/12/16 22:00,2016,12,16,22:00,-2.5,-5.7,78,NA,22
2016/12/16 23:00,2016,12,16,23:00,-3,-5.3,84,NA,23
2016/12/17 0:00,2016,12,17,0:00,-3.8,-6.7,80,NA,0
2016/12/17 1:00,2016,12,17,1:00,-3.9,-6.6,81,NA,1
2016/12/17 2:00,2016,12,17,2:00,-3.9,-6.3,83,NA,2
2016/12/17 3:00,2016,12,17,3:00,-4.1,-6.7,82,NA,3
2016/12/17 4:00,2016,12,17,4:00,-4.7,-7.1,83,NA,4
2016/12/17 5:00,2016,12,17,5:00,-4.3,-6.4,85,NA,5
2016/12/17 6:00,2016,12,17,6:00,-3.5,-5.8,84,NA,6
2016/12/17 7:00,2016,12,17,7:00,-3.5,-5.6,85,NA,7
2016/12/17 8:00,2016,12,17,8:00,-2.6,-5.2,83,NA,8
2016/12/17 9:00,2016,12,17,9:00,-2.5,-5.4,80,NA,9
2016/12/17 10:00,2016,12,17,10:00,-2.2,-6.7,71,NA,10
2016/12/17 11:00,2016,12,17,11:00,-1.3,-5.8,72,NA,11
2016/12/17 12:00,2016,12,17,12:00,-0.7,-6.5,65,NA,12
2016/12/17 13:00,2016,12,17,13:00,-0.4,-6.6,63,NA,13
2016/12/17 14:00,2016,12,17,14:00,-0.3,-7.3,59,NA,14
2016/12/17 15:00,2016,12,17,15:00,-0.5,-6.7,63,NA,15
2016/12/17 16:00,2016,12,17,16:00,-0.8,-6.2,66,NA,16
2016/12/17 17:00,2016,12,17,17:00,-0.8,-6.5,66,NA,17
2016/12/17 18:00,2016,12,17,18:00,-1,-4.5,77,NA,18
2016/12/17 19:00,2016,12,17,19:00,-2.4,-5.9,77,NA,19
2016/12/17 20:00,2016,12,17,20:00,-1.9,-4.9,80,NA,20
2016/12/17 21:00,2016,12,17,21:00,-1.4,-5.2,75,NA,21
2016/12/17 22:00,2016,12,17,22:00,-1.2,-4.3,79,NA,22
2016/12/17 23:00,2016,12,17,23:00,-0.7,-4.1,78,NA,23
2016/12/18 0:00,2016,12,18,0:00,-0.7,-4.5,75,NA,0
2016/12/18 1:00,2016,12,18,1:00,-1.1,-3.6,83,NA,1
2016/12/18 2:00,2016,12,18,2:00,-1.6,-2.9,91,NA,2
2016/12/18 3:00,2016,12,18,3:00,-1.1,-3,87,NA,3
2016/12/18 4:00,2016,12,18,4:00,-1.1,-2,94,NA,4
2016/12/18 5:00,2016,12,18,5:00,-0.9,-2,92,NA,5
2016/12/18 6:00,2016,12,18,6:00,-0.7,-1.5,95,NA,6
2016/12/18 7:00,2016,12,18,7:00,-0.2,-0.8,96,NA,7
2016/12/18 8:00,2016,12,18,8:00,-0.3,-1.1,94,NA,8
2016/12/18 9:00,2016,12,18,9:00,0.5,-0.4,94,NA,9
2016/12/18 10:00,2016,12,18,10:00,0.8,0.1,95,NA,10
2016/12/18 11:00,2016,12,18,11:00,0.9,0,93,NA,11
2016/12/18 12:00,2016,12,18,12:00,1,0.3,95,NA,12
2016/12/18 13:00,2016,12,18,13:00,1.4,0.9,96,NA,13
2016/12/18 14:00,2016,12,18,14:00,1.1,0.6,97,NA,14
2016/12/18 15:00,2016,12,18,15:00,1.2,0.7,97,NA,15
2016/12/18 16:00,2016,12,18,16:00,1.6,1.1,97,NA,16
2016/12/18 17:00,2016,12,18,17:00,1.5,0.8,95,NA,17
2016/12/18 18:00,2016,12,18,18:00,1.6,1,96,NA,18
2016/12/18 19:00,2016,12,18,19:00,2.1,1.6,97,NA,19
2016/12/18 20:00,2016,12,18,20:00,2.8,2,94,NA,20
2016/12/18 21:00,2016,12,18,21:00,3.2,2,91,NA,21
2016/12/18 22:00,2016,12,18,22:00,3.6,1.9,88,NA,22
2016/12/18 23:00,2016,12,18,23:00,3.6,1.8,88,NA,23
2016/12/19 0:00,2016,12,19,0:00,3.5,1.6,88,NA,0
2016/12/19 1:00,2016,12,19,1:00,3.2,1.8,90,NA,1
2016/12/19 2:00,2016,12,19,2:00,2.2,1.4,94,NA,2
2016/12/19 3:00,2016,12,19,3:00,2.3,1.6,95,NA,3
2016/12/19 4:00,2016,12,19,4:00,1.4,0.9,97,NA,4
2016/12/19 5:00,2016,12,19,5:00,1.6,1.2,97,NA,5
2016/12/19 6:00,2016,12,19,6:00,1.4,1.1,98,NA,6
2016/12/19 7:00,2016,12,19,7:00,1.8,1.5,98,NA,7
2016/12/19 8:00,2016,12,19,8:00,2.9,2.5,97,NA,8
2016/12/19 9:00,2016,12,19,9:00,3.2,2.7,96,NA,9
2016/12/19 10:00,2016,12,19,10:00,3.7,2.8,94,NA,10
2016/12/19 11:00,2016,12,19,11:00,4.7,3.5,92,NA,11
2016/12/19 12:00,2016,12,19,12:00,4.8,3.4,91,NA,12
2016/12/19 13:00,2016,12,19,13:00,5,3.4,90,NA,13
2016/12/19 14:00,2016,12,19,14:00,4.7,3.1,89,NA,14
2016/12/19 15:00,2016,12,19,15:00,4.6,3.5,93,NA,15
2016/12/19 16:00,2016,12,19,16:00,4.6,3.4,92,NA,16
2016/12/19 17:00,2016,12,19,17:00,4.2,3,92,NA,17
2016/12/19 18:00,2016,12,19,18:00,4.3,3.2,93,NA,18
2016/12/19 19:00,2016,12,19,19:00,4.4,3.3,92,NA,19
2016/12/19 20:00,2016,12,19,20:00,4.7,3.6,93,NA,20
2016/12/19 21:00,2016,12,19,21:00,4.7,3.7,94,NA,21
2016/12/19 22:00,2016,12,19,22:00,4.8,4.1,96,NA,22
2016/12/19 23:00,2016,12,19,23:00,4.8,4.2,96,NA,23
2016/12/20 0:00,2016,12,20,0:00,4.2,3.5,95,NA,0
2016/12/20 1:00,2016,12,20,1:00,4,3.4,96,NA,1
2016/12/20 2:00,2016,12,20,2:00,4,3.3,96,NA,2
2016/12/20 3:00,2016,12,20,3:00,4.6,4,96,NA,3
2016/12/20 4:00,2016,12,20,4:00,4.7,4.2,96,NA,4
2016/12/20 5:00,2016,12,20,5:00,4.6,4.2,97,NA,5
2016/12/20 6:00,2016,12,20,6:00,4.6,4.1,97,NA,6
2016/12/20 7:00,2016,12,20,7:00,4.3,3.8,97,NA,7
2016/12/20 8:00,2016,12,20,8:00,6.2,3.1,80,NA,8
2016/12/20 9:00,2016,12,20,9:00,6.4,2.6,77,NA,9
2016/12/20 10:00,2016,12,20,10:00,7.5,2.3,69,NA,10
2016/12/20 11:00,2016,12,20,11:00,7.3,3.3,76,NA,11
2016/12/20 12:00,2016,12,20,12:00,7.1,3.6,78,NA,12
2016/12/20 13:00,2016,12,20,13:00,7.4,2.7,72,NA,13
2016/12/20 14:00,2016,12,20,14:00,7.7,3.8,76,NA,14
2016/12/20 15:00,2016,12,20,15:00,8.4,2.9,68,NA,15
2016/12/20 16:00,2016,12,20,16:00,8.2,2.8,69,NA,16
2016/12/20 17:00,2016,12,20,17:00,7.5,3.3,75,NA,17
2016/12/20 18:00,2016,12,20,18:00,6.1,3,81,NA,18
2016/12/20 19:00,2016,12,20,19:00,4.9,3.2,89,NA,19
2016/12/20 20:00,2016,12,20,20:00,4.7,3.2,90,NA,20
2016/12/20 21:00,2016,12,20,21:00,4.6,3.1,90,NA,21
2016/12/20 22:00,2016,12,20,22:00,4.4,3.2,92,NA,22
2016/12/20 23:00,2016,12,20,23:00,4.3,3.2,92,NA,23
2016/12/21 0:00,2016,12,21,0:00,4.1,2.9,91,NA,0
2016/12/21 1:00,2016,12,21,1:00,4.1,2.9,92,NA,1
2016/12/21 2:00,2016,12,21,2:00,3.9,2.6,92,NA,2
2016/12/21 3:00,2016,12,21,3:00,4.1,2.8,92,NA,3
2016/12/21 4:00,2016,12,21,4:00,4.2,2.9,91,NA,4
2016/12/21 5:00,2016,12,21,5:00,4.7,3.6,93,NA,5
2016/12/21 6:00,2016,12,21,6:00,4.9,3.7,92,NA,6
2016/12/21 7:00,2016,12,21,7:00,5.2,3.9,92,NA,7
2016/12/21 8:00,2016,12,21,8:00,5.3,4.2,92,NA,8
2016/12/21 9:00,2016,12,21,9:00,5.6,4,90,NA,9
2016/12/21 10:00,2016,12,21,10:00,5.7,4.2,90,NA,10
2016/12/21 11:00,2016,12,21,11:00,6.2,4.3,87,NA,11
2016/12/21 12:00,2016,12,21,12:00,6.5,4.5,87,NA,12
2016/12/21 13:00,2016,12,21,13:00,6.2,4.3,88,NA,13
2016/12/21 14:00,2016,12,21,14:00,6.8,4.2,84,NA,14
2016/12/21 15:00,2016,12,21,15:00,6.5,4.2,85,NA,15
2016/12/21 16:00,2016,12,21,16:00,6,4,87,NA,16
2016/12/21 17:00,2016,12,21,17:00,5.6,3.1,84,NA,17
2016/12/21 18:00,2016,12,21,18:00,5.1,2.9,86,NA,18
2016/12/21 19:00,2016,12,21,19:00,5.3,2.6,83,NA,19
2016/12/21 20:00,2016,12,21,20:00,5,2.4,83,NA,20
2016/12/21 21:00,2016,12,21,21:00,3.8,1.2,83,NA,21
2016/12/21 22:00,2016,12,21,22:00,4.3,1.6,83,NA,22
2016/12/21 23:00,2016,12,21,23:00,4.6,2.7,88,NA,23
2016/12/22 0:00,2016,12,22,0:00,4.6,1.2,79,NA,0
2016/12/22 1:00,2016,12,22,1:00,5.1,2.8,85,NA,1
2016/12/22 2:00,2016,12,22,2:00,5.1,2.3,82,NA,2
2016/12/22 3:00,2016,12,22,3:00,5.2,2.4,82,NA,3
2016/12/22 4:00,2016,12,22,4:00,4.6,1.8,82,NA,4
2016/12/22 5:00,2016,12,22,5:00,4.7,2.4,85,NA,5
2016/12/22 6:00,2016,12,22,6:00,4.7,1.9,82,NA,6
2016/12/22 7:00,2016,12,22,7:00,4.8,1.8,81,NA,7
2016/12/22 8:00,2016,12,22,8:00,5.5,2.5,81,NA,8
2016/12/22 9:00,2016,12,22,9:00,6.1,2.7,79,NA,9
2016/12/22 10:00,2016,12,22,10:00,5.5,3.7,88,NA,10
2016/12/22 11:00,2016,12,22,11:00,5.3,3.5,89,NA,11
2016/12/22 12:00,2016,12,22,12:00,5,4,93,NA,12
2016/12/22 13:00,2016,12,22,13:00,5.2,3.4,88,NA,13
2016/12/22 14:00,2016,12,22,14:00,5.6,3.2,85,NA,14
2016/12/22 15:00,2016,12,22,15:00,5.3,3.9,91,NA,15
2016/12/22 16:00,2016,12,22,16:00,5.5,3.7,88,NA,16
2016/12/22 17:00,2016,12,22,17:00,5.4,3.6,88,NA,17
2016/12/22 18:00,2016,12,22,18:00,5.1,3.5,89,NA,18
2016/12/22 19:00,2016,12,22,19:00,5.2,3.5,89,NA,19
2016/12/22 20:00,2016,12,22,20:00,5,3.4,90,NA,20
2016/12/22 21:00,2016,12,22,21:00,4.9,3.3,90,NA,21
2016/12/22 22:00,2016,12,22,22:00,4.9,3.5,90,NA,22
2016/12/22 23:00,2016,12,22,23:00,5,3.3,89,NA,23
2016/12/23 0:00,2016,12,23,0:00,4.8,3.1,89,NA,0
2016/12/23 1:00,2016,12,23,1:00,4.1,2.2,88,NA,1
2016/12/23 2:00,2016,12,23,2:00,3.9,2.3,90,NA,2
2016/12/23 3:00,2016,12,23,3:00,3.8,2.6,91,NA,3
2016/12/23 4:00,2016,12,23,4:00,4.5,2.8,89,NA,4
2016/12/23 5:00,2016,12,23,5:00,3.7,2.8,94,NA,5
2016/12/23 6:00,2016,12,23,6:00,3.6,2.9,95,NA,6
2016/12/23 7:00,2016,12,23,7:00,3.3,2.8,96,NA,7
2016/12/23 8:00,2016,12,23,8:00,3.8,2.9,94,NA,8
2016/12/23 9:00,2016,12,23,9:00,3.4,2.8,95,NA,9
2016/12/23 10:00,2016,12,23,10:00,3.8,3.2,96,NA,10
2016/12/23 11:00,2016,12,23,11:00,3.7,2.7,93,NA,11
2016/12/23 12:00,2016,12,23,12:00,3.4,2.5,94,NA,12
2016/12/23 13:00,2016,12,23,13:00,3.6,2.7,94,NA,13
2016/12/23 14:00,2016,12,23,14:00,3.2,2.3,94,NA,14
2016/12/23 15:00,2016,12,23,15:00,3,2.1,94,NA,15
2016/12/23 16:00,2016,12,23,16:00,3,2.2,94,NA,16
2016/12/23 17:00,2016,12,23,17:00,3.1,2.4,95,NA,17
2016/12/23 18:00,2016,12,23,18:00,2.7,2,95,NA,18
2016/12/23 19:00,2016,12,23,19:00,2.5,1.9,96,NA,19
2016/12/23 20:00,2016,12,23,20:00,2.5,1.8,95,NA,20
2016/12/23 21:00,2016,12,23,21:00,2.8,2.1,96,NA,21
2016/12/23 22:00,2016,12,23,22:00,2.8,2.2,95,NA,22
2016/12/23 23:00,2016,12,23,23:00,2.5,1.7,94,NA,23
2016/12/24 0:00,2016,12,24,0:00,2.4,1.5,94,NA,0
2016/12/24 1:00,2016,12,24,1:00,2.5,1.6,94,NA,1
2016/12/24 2:00,2016,12,24,2:00,2.5,1.5,94,NA,2
2016/12/24 3:00,2016,12,24,3:00,2.5,1.5,93,NA,3
2016/12/24 4:00,2016,12,24,4:00,2.5,1.5,93,NA,4
2016/12/24 5:00,2016,12,24,5:00,2.7,1.8,94,NA,5
2016/12/24 6:00,2016,12,24,6:00,2.7,1.8,94,NA,6
2016/12/24 7:00,2016,12,24,7:00,2.7,1.6,92,NA,7
2016/12/24 8:00,2016,12,24,8:00,2.6,1.5,93,NA,8
2016/12/24 9:00,2016,12,24,9:00,2.8,1.5,92,NA,9
2016/12/24 10:00,2016,12,24,10:00,3.3,1.9,91,NA,10
2016/12/24 11:00,2016,12,24,11:00,3.5,2,90,NA,11
2016/12/24 12:00,2016,12,24,12:00,3.5,1.6,87,NA,12
2016/12/24 13:00,2016,12,24,13:00,4.6,1.5,80,NA,13
2016/12/24 14:00,2016,12,24,14:00,4.2,0,74,NA,14
2016/12/24 15:00,2016,12,24,15:00,4.3,-0.6,70,NA,15
2016/12/24 16:00,2016,12,24,16:00,3.8,-0.9,72,NA,16
2016/12/24 17:00,2016,12,24,17:00,4.2,1.4,82,NA,17
2016/12/24 18:00,2016,12,24,18:00,2.6,0.5,86,NA,18
2016/12/24 19:00,2016,12,24,19:00,2.7,0.7,87,NA,19
2016/12/24 20:00,2016,12,24,20:00,2.3,0.2,86,NA,20
2016/12/24 21:00,2016,12,24,21:00,2.1,-0.9,80,NA,21
2016/12/24 22:00,2016,12,24,22:00,0.2,-1.7,87,NA,22
2016/12/24 23:00,2016,12,24,23:00,-0.1,-1.3,91,NA,23
2016/12/25 0:00,2016,12,25,0:00,0.5,-1.4,87,NA,0
2016/12/25 1:00,2016,12,25,1:00,0.2,-1.2,91,NA,1
2016/12/25 2:00,2016,12,25,2:00,0.9,-2,81,NA,2
2016/12/25 3:00,2016,12,25,3:00,1.1,-1.8,81,NA,3
2016/12/25 4:00,2016,12,25,4:00,0.9,-2.1,80,NA,4
2016/12/25 5:00,2016,12,25,5:00,0.7,-2.8,77,NA,5
2016/12/25 6:00,2016,12,25,6:00,0.3,-2.2,83,NA,6
2016/12/25 7:00,2016,12,25,7:00,-0.9,-2.7,88,NA,7
2016/12/25 8:00,2016,12,25,8:00,-1.5,-2.6,92,NA,8
2016/12/25 9:00,2016,12,25,9:00,1,-2.9,75,NA,9
2016/12/25 10:00,2016,12,25,10:00,2.5,-2,72,NA,10
2016/12/25 11:00,2016,12,25,11:00,2.7,-2.5,68,NA,11
2016/12/25 12:00,2016,12,25,12:00,2.9,-3.9,61,NA,12
2016/12/25 13:00,2016,12,25,13:00,3.4,-4,58,NA,13
2016/12/25 14:00,2016,12,25,14:00,2.4,-4,62,NA,14
2016/12/25 15:00,2016,12,25,15:00,2.8,-2.6,67,NA,15
2016/12/25 16:00,2016,12,25,16:00,2.3,-3.2,67,NA,16
2016/12/25 17:00,2016,12,25,17:00,2,-3.2,69,NA,17
2016/12/25 18:00,2016,12,25,18:00,1.7,-3.2,70,NA,18
2016/12/25 19:00,2016,12,25,19:00,0.8,-1.8,83,NA,19
2016/12/25 20:00,2016,12,25,20:00,1.1,-2.1,79,NA,20
2016/12/25 21:00,2016,12,25,21:00,1.1,-2,80,NA,21
2016/12/25 22:00,2016,12,25,22:00,0.9,-2.1,80,NA,22
2016/12/25 23:00,2016,12,25,23:00,0.8,-2.2,80,NA,23
2016/12/26 0:00,2016,12,26,0:00,1,-2.1,80,NA,0
2016/12/26 1:00,2016,12,26,1:00,1.3,-2.3,77,NA,1
2016/12/26 2:00,2016,12,26,2:00,1.9,-1.5,78,NA,2
2016/12/26 3:00,2016,12,26,3:00,2.1,-1.2,79,NA,3
2016/12/26 4:00,2016,12,26,4:00,1.4,-1.2,83,NA,4
2016/12/26 5:00,2016,12,26,5:00,1.1,-0.7,88,NA,5
2016/12/26 6:00,2016,12,26,6:00,1.8,0.9,94,NA,6
2016/12/26 7:00,2016,12,26,7:00,1.7,0.9,95,NA,7
2016/12/26 8:00,2016,12,26,8:00,1.7,1,96,NA,8
2016/12/26 9:00,2016,12,26,9:00,2.2,1.5,96,NA,9
2016/12/26 10:00,2016,12,26,10:00,2.7,1.7,94,NA,10
2016/12/26 11:00,2016,12,26,11:00,2.7,1.7,93,NA,11
2016/12/26 12:00,2016,12,26,12:00,2.1,1.4,95,NA,12
2016/12/26 13:00,2016,12,26,13:00,2.4,1.8,96,NA,13
2016/12/26 14:00,2016,12,26,14:00,3.4,2.6,95,NA,14
2016/12/26 15:00,2016,12,26,15:00,3.8,2.9,94,NA,15
2016/12/26 16:00,2016,12,26,16:00,3.9,2.9,93,NA,16
2016/12/26 17:00,2016,12,26,17:00,3.7,2.7,94,NA,17
2016/12/26 18:00,2016,12,26,18:00,3.4,2.7,95,NA,18
2016/12/26 19:00,2016,12,26,19:00,2.9,2.2,95,NA,19
2016/12/26 20:00,2016,12,26,20:00,2.8,2.1,96,NA,20
2016/12/26 21:00,2016,12,26,21:00,2.7,2.1,96,NA,21
2016/12/26 22:00,2016,12,26,22:00,2.9,2.4,96,NA,22
2016/12/26 23:00,2016,12,26,23:00,2.9,2.4,97,NA,23
2016/12/27 0:00,2016,12,27,0:00,3.1,2.7,97,NA,0
2016/12/27 1:00,2016,12,27,1:00,3.4,2.9,97,NA,1
2016/12/27 2:00,2016,12,27,2:00,3.4,2.9,96,NA,2
2016/12/27 3:00,2016,12,27,3:00,3.6,3.1,96,NA,3
2016/12/27 4:00,2016,12,27,4:00,3.7,3.1,96,NA,4
2016/12/27 5:00,2016,12,27,5:00,4,3.4,96,NA,5
2016/12/27 6:00,2016,12,27,6:00,4.2,3.5,96,NA,6
2016/12/27 7:00,2016,12,27,7:00,3.9,3.3,96,NA,7
2016/12/27 8:00,2016,12,27,8:00,4.1,3.5,96,NA,8
2016/12/27 9:00,2016,12,27,9:00,5,4.3,96,NA,9
2016/12/27 10:00,2016,12,27,10:00,6,4.3,89,NA,10
2016/12/27 11:00,2016,12,27,11:00,5.4,4.3,93,NA,11
2016/12/27 12:00,2016,12,27,12:00,5.4,4.2,92,NA,12
2016/12/27 13:00,2016,12,27,13:00,5.5,3.1,85,NA,13
2016/12/27 14:00,2016,12,27,14:00,6,3.1,81,NA,14
2016/12/27 15:00,2016,12,27,15:00,5.2,2.9,85,NA,15
2016/12/27 16:00,2016,12,27,16:00,5.2,3.1,86,NA,16
2016/12/27 17:00,2016,12,27,17:00,4.8,3.2,90,NA,17
2016/12/27 18:00,2016,12,27,18:00,4.2,3.1,93,NA,18
2016/12/27 19:00,2016,12,27,19:00,3.6,2.9,95,NA,19
2016/12/27 20:00,2016,12,27,20:00,3.3,2.5,94,NA,20
2016/12/27 21:00,2016,12,27,21:00,3.2,2.4,94,NA,21
2016/12/27 22:00,2016,12,27,22:00,3.2,2.6,95,NA,22
2016/12/27 23:00,2016,12,27,23:00,3.1,2.5,96,NA,23
2016/12/28 0:00,2016,12,28,0:00,2.7,2,95,NA,0
