"Date.Time","Year","Month","Day","Time","Temperature.in.Celsius","Dew.Point.Temperature.in.Celsius","Relative.Humidity.in.Percent","Wind.Direction.in.Degrees","Wind.Speed.km.per.h","Visibility.in.km","Station.Pressure.in.kPa","Weather","Hour"
"2017-02-09 19:00:00",2017,2,9,"19:00",10,5.6,74,230,18,24.1,99.36,"Mainly Clear",19
"2017-02-09 20:00:00",2017,2,9,"20:00",9.5,5.1,74,250,32,24.1,99.42,"",20
"2017-02-09 21:00:00",2017,2,9,"21:00",8.8,5,77,240,17,24.1,99.63,"",21
"2017-02-09 22:00:00",2017,2,9,"22:00",NA,NA,NA,NA,NA,NA,NA,"",22
"2017-02-09 23:00:00",2017,2,9,"23:00",NA,NA,NA,NA,NA,NA,NA,"",23
"2017-02-10 00:00:00",2017,2,10,"00:00",NA,NA,NA,NA,NA,NA,NA,"",0
"2017-02-10 01:00:00",2017,2,10,"01:00",NA,NA,NA,NA,NA,NA,NA,"",1
"2017-02-10 02:00:00",2017,2,10,"02:00",NA,NA,NA,NA,NA,NA,NA,"",2
"2017-02-10 03:00:00",2017,2,10,"03:00",NA,NA,NA,NA,NA,NA,NA,"",3
"2017-02-10 04:00:00",2017,2,10,"04:00",NA,NA,NA,NA,NA,NA,NA,"",4
"2017-02-10 05:00:00",2017,2,10,"05:00",NA,NA,NA,NA,NA,NA,NA,"",5
"2017-02-10 06:00:00",2017,2,10,"06:00",4.2,3.3,94,330,8,24.1,100.17,"",6
"2017-02-10 07:00:00",2017,2,10,"07:00",3.6,2.9,95,360,8,24.1,100.18,"Mostly Cloudy",7
"2017-02-10 08:00:00",2017,2,10,"08:00",4.5,3.6,94,360,4,24.1,100.19,"",8
"2017-02-10 09:00:00",2017,2,10,"09:00",7.1,4.6,84,130,5,24.1,100.19,"",9
"2017-02-10 10:00:00",2017,2,10,"10:00",7.4,3.8,78,130,14,24.1,100.18,"Mostly Cloudy",10
"2017-02-10 11:00:00",2017,2,10,"11:00",7,4,81,130,12,16.1,100.22,"Rain Showers",11
"2017-02-10 12:00:00",2017,2,10,"12:00",6.3,4.8,90,180,14,4.8,100.39,"Rain Showers,Fog",12
"2017-02-10 13:00:00",2017,2,10,"13:00",6,3.9,86,250,40,16.1,100.53,"Rain,Rain Showers",13
"2017-02-10 14:00:00",2017,2,10,"14:00",5.1,3,86,250,46,12.9,100.73,"Rain Showers",14
"2017-02-10 15:00:00",2017,2,10,"15:00",6,2.3,77,250,40,24.1,100.89,"",15
"2017-02-10 16:00:00",2017,2,10,"16:00",6.1,2.2,76,250,41,16.1,101.05,"Rain Showers",16
"2017-02-10 17:00:00",2017,2,10,"17:00",5.5,2.2,79,250,28,16.1,101.26,"Rain Showers",17
"2017-02-10 18:00:00",2017,2,10,"18:00",5.2,2.9,85,260,24,16.1,101.42,"Rain Showers",18
"2017-02-10 19:00:00",2017,2,10,"19:00",4.5,2.4,86,250,21,16.1,101.57,"Rain Showers",19
"2017-02-10 20:00:00",2017,2,10,"20:00",4.5,2,84,250,15,16.1,101.7,"Rain Showers",20
"2017-02-10 21:00:00",2017,2,10,"21:00",4.7,2.7,87,250,25,12.9,101.82,"Rain Showers",21
"2017-02-10 22:00:00",2017,2,10,"22:00",NA,NA,NA,NA,NA,NA,NA,"",22
"2017-02-10 23:00:00",2017,2,10,"23:00",NA,NA,NA,NA,NA,NA,NA,"",23
"2017-02-11 00:00:00",2017,2,11,"00:00",NA,NA,NA,NA,NA,NA,NA,"",0
"2017-02-11 01:00:00",2017,2,11,"01:00",NA,NA,NA,NA,NA,NA,NA,"",1
"2017-02-11 02:00:00",2017,2,11,"02:00",NA,NA,NA,NA,NA,NA,NA,"",2
"2017-02-11 03:00:00",2017,2,11,"03:00",NA,NA,NA,NA,NA,NA,NA,"",3
"2017-02-11 04:00:00",2017,2,11,"04:00",NA,NA,NA,NA,NA,NA,NA,"",4
"2017-02-11 05:00:00",2017,2,11,"05:00",NA,NA,NA,NA,NA,NA,NA,"",5
"2017-02-11 06:00:00",2017,2,11,"06:00",5.3,2.5,82,260,7,24.1,102.72,"",6
"2017-02-11 07:00:00",2017,2,11,"07:00",5,2.5,84,250,16,24.1,102.78,"Mostly Cloudy",7
"2017-02-11 08:00:00",2017,2,11,"08:00",4.7,2.7,87,250,8,24.1,102.91,"",8
"2017-02-11 09:00:00",2017,2,11,"09:00",5.6,3,83,230,11,24.1,103.03,"",9
"2017-02-11 10:00:00",2017,2,11,"10:00",6,3.3,83,210,10,24.1,103.13,"Mostly Cloudy",10
"2017-02-11 11:00:00",2017,2,11,"11:00",6.6,3.1,78,180,13,24.1,103.19,"",11
"2017-02-11 12:00:00",2017,2,11,"12:00",7,3.6,79,170,13,24.1,103.22,"",12
"2017-02-11 13:00:00",2017,2,11,"13:00",7.2,3.5,77,170,13,24.1,103.26,"Mostly Cloudy",13
"2017-02-11 14:00:00",2017,2,11,"14:00",7.2,3.1,75,150,19,24.1,103.29,"",14
"2017-02-11 15:00:00",2017,2,11,"15:00",7,3.3,77,150,15,24.1,103.34,"",15
"2017-02-11 16:00:00",2017,2,11,"16:00",7,3.6,79,130,16,24.1,103.38,"Mostly Cloudy",16
"2017-02-11 17:00:00",2017,2,11,"17:00",7.2,2.9,74,130,10,24.1,103.39,"",17
"2017-02-11 18:00:00",2017,2,11,"18:00",6.9,3.2,77,110,10,24.1,103.39,"",18
"2017-02-11 19:00:00",2017,2,11,"19:00",6.8,3.3,78,110,9,24.1,103.38,"Cloudy",19
"2017-02-11 20:00:00",2017,2,11,"20:00",5,2.9,86,360,7,24.1,103.38,"",20
"2017-02-11 21:00:00",2017,2,11,"21:00",4,2.7,91,340,9,24.1,103.38,"",21
"2017-02-11 22:00:00",2017,2,11,"22:00",NA,NA,NA,NA,NA,NA,NA,"",22
"2017-02-11 23:00:00",2017,2,11,"23:00",NA,NA,NA,NA,NA,NA,NA,"",23
"2017-02-12 00:00:00",2017,2,12,"00:00",NA,NA,NA,NA,NA,NA,NA,"",0
"2017-02-12 01:00:00",2017,2,12,"01:00",NA,NA,NA,NA,NA,NA,NA,"",1
"2017-02-12 02:00:00",2017,2,12,"02:00",NA,NA,NA,NA,NA,NA,NA,"",2
"2017-02-12 03:00:00",2017,2,12,"03:00",NA,NA,NA,NA,NA,NA,NA,"",3
"2017-02-12 04:00:00",2017,2,12,"04:00",NA,NA,NA,NA,NA,NA,NA,"",4
"2017-02-12 05:00:00",2017,2,12,"05:00",NA,NA,NA,NA,NA,NA,NA,"",5
"2017-02-12 06:00:00",2017,2,12,"06:00",3.9,2.6,91,360,7,24.1,103.18,"",6
"2017-02-12 07:00:00",2017,2,12,"07:00",4.3,2.8,90,360,8,24.1,103.16,"Mostly Cloudy",7
"2017-02-12 08:00:00",2017,2,12,"08:00",4.2,2.7,90,30,7,24.1,103.18,"",8
"2017-02-12 09:00:00",2017,2,12,"09:00",4.3,2.8,90,330,3,24.1,103.28,"",9
"2017-02-12 10:00:00",2017,2,12,"10:00",5.3,3,85,30,5,24.1,103.23,"Cloudy",10
"2017-02-12 11:00:00",2017,2,12,"11:00",5.7,2.9,82,20,6,24.1,103.19,"",11
"2017-02-12 12:00:00",2017,2,12,"12:00",6.2,2.3,76,20,9,24.1,103.17,"",12
"2017-02-12 13:00:00",2017,2,12,"13:00",6.9,2,71,360,2,24.1,103.15,"Mainly Clear",13
"2017-02-12 14:00:00",2017,2,12,"14:00",8,1.9,65,130,5,24.1,103.05,"",14
"2017-02-12 15:00:00",2017,2,12,"15:00",7.6,1,63,180,10,24.1,102.98,"",15
"2017-02-12 16:00:00",2017,2,12,"16:00",7.3,2.6,72,170,8,24.1,102.97,"Mainly Clear",16
"2017-02-12 17:00:00",2017,2,12,"17:00",6.9,2.8,75,200,6,24.1,102.93,"",17
"2017-02-12 18:00:00",2017,2,12,"18:00",5.8,2.3,78,320,4,24.1,102.95,"",18
"2017-02-12 19:00:00",2017,2,12,"19:00",5,2,81,310,4,24.1,102.96,"Mostly Cloudy",19
"2017-02-12 20:00:00",2017,2,12,"20:00",4.1,1.7,84,360,5,24.1,102.97,"",20
"2017-02-12 21:00:00",2017,2,12,"21:00",3.2,1.3,87,360,8,24.1,102.98,"",21
"2017-02-12 22:00:00",2017,2,12,"22:00",NA,NA,NA,NA,NA,NA,NA,"",22
"2017-02-12 23:00:00",2017,2,12,"23:00",NA,NA,NA,NA,NA,NA,NA,"",23
"2017-02-13 00:00:00",2017,2,13,"00:00",NA,NA,NA,NA,NA,NA,NA,"",0
"2017-02-13 01:00:00",2017,2,13,"01:00",NA,NA,NA,NA,NA,NA,NA,"",1
"2017-02-13 02:00:00",2017,2,13,"02:00",NA,NA,NA,NA,NA,NA,NA,"",2
"2017-02-13 03:00:00",2017,2,13,"03:00",NA,NA,NA,NA,NA,NA,NA,"",3
"2017-02-13 04:00:00",2017,2,13,"04:00",NA,NA,NA,NA,NA,NA,NA,"",4
"2017-02-13 05:00:00",2017,2,13,"05:00",NA,NA,NA,NA,NA,NA,NA,"",5
"2017-02-13 06:00:00",2017,2,13,"06:00",3.8,0.3,78,30,5,24.1,102.73,"",6
"2017-02-13 07:00:00",2017,2,13,"07:00",3.7,0.6,80,10,6,24.1,102.69,"Mainly Clear",7
"2017-02-13 08:00:00",2017,2,13,"08:00",3.8,0.3,78,10,9,24.1,102.68,"",8
"2017-02-13 09:00:00",2017,2,13,"09:00",5.2,1,74,30,12,24.1,102.68,"",9
"2017-02-13 10:00:00",2017,2,13,"10:00",6.3,1.6,72,20,12,24.1,102.64,"Mostly Cloudy",10
"2017-02-13 11:00:00",2017,2,13,"11:00",7.5,2,68,10,16,24.1,102.59,"",11
"2017-02-13 12:00:00",2017,2,13,"12:00",7.9,1.5,64,30,16,24.1,102.49,"",12
"2017-02-13 13:00:00",2017,2,13,"13:00",8.4,1.8,63,20,19,24.1,102.38,"Mostly Cloudy",13
"2017-02-13 14:00:00",2017,2,13,"14:00",9.3,0.8,55,360,19,24.1,102.28,"",14
"2017-02-13 15:00:00",2017,2,13,"15:00",9.6,1.3,56,30,15,24.1,102.21,"",15
"2017-02-13 16:00:00",2017,2,13,"16:00",10,1.2,54,30,10,24.1,102.15,"Clear",16
"2017-02-13 17:00:00",2017,2,13,"17:00",9.8,1.5,56,10,8,24.1,102.1,"",17
"2017-02-13 18:00:00",2017,2,13,"18:00",8.8,1.5,60,40,10,24.1,102.04,"",18
"2017-02-13 19:00:00",2017,2,13,"19:00",7.9,2,66,40,6,24.1,102.01,"Mainly Clear",19
"2017-02-13 20:00:00",2017,2,13,"20:00",7.1,2.2,71,10,5,24.1,102.01,"",20
"2017-02-13 21:00:00",2017,2,13,"21:00",5.5,2.5,81,340,4,24.1,102.02,"",21
"2017-02-13 22:00:00",2017,2,13,"22:00",NA,NA,NA,NA,NA,NA,NA,"",22
"2017-02-13 23:00:00",2017,2,13,"23:00",NA,NA,NA,NA,NA,NA,NA,"",23
"2017-02-14 00:00:00",2017,2,14,"00:00",NA,NA,NA,NA,NA,NA,NA,"",0
"2017-02-14 01:00:00",2017,2,14,"01:00",NA,NA,NA,NA,NA,NA,NA,"",1
"2017-02-14 02:00:00",2017,2,14,"02:00",NA,NA,NA,NA,NA,NA,NA,"",2
"2017-02-14 03:00:00",2017,2,14,"03:00",NA,NA,NA,NA,NA,NA,NA,"",3
"2017-02-14 04:00:00",2017,2,14,"04:00",NA,NA,NA,NA,NA,NA,NA,"",4
"2017-02-14 05:00:00",2017,2,14,"05:00",NA,NA,NA,NA,NA,NA,NA,"",5
"2017-02-14 06:00:00",2017,2,14,"06:00",4.7,1.9,82,360,4,24.1,101.82,"",6
"2017-02-14 07:00:00",2017,2,14,"07:00",5.1,1.2,76,350,6,24.1,101.81,"Mostly Cloudy",7
"2017-02-14 08:00:00",2017,2,14,"08:00",6,1.5,73,10,5,24.1,101.79,"",8
"2017-02-14 09:00:00",2017,2,14,"09:00",6.2,1.5,72,330,5,24.1,101.79,"",9
"2017-02-14 10:00:00",2017,2,14,"10:00",7.8,1.4,64,30,6,24.1,101.71,"Mostly Cloudy",10
"2017-02-14 11:00:00",2017,2,14,"11:00",8.3,1.3,61,10,8,24.1,101.64,"",11
"2017-02-14 12:00:00",2017,2,14,"12:00",9,1,57,40,12,24.1,101.53,"",12
"2017-02-14 13:00:00",2017,2,14,"13:00",9,1.9,61,40,8,24.1,101.38,"Cloudy",13
"2017-02-14 14:00:00",2017,2,14,"14:00",9.6,1.8,58,360,9,24.1,101.31,"",14
"2017-02-14 15:00:00",2017,2,14,"15:00",9.9,1.1,54,360,11,24.1,101.19,"",15
"2017-02-14 16:00:00",2017,2,14,"16:00",10,0.9,53,360,11,24.1,101.12,"Cloudy",16
"2017-02-14 17:00:00",2017,2,14,"17:00",9.8,0.5,52,340,14,24.1,100.99,"",17
"2017-02-14 18:00:00",2017,2,14,"18:00",9.5,0.2,52,350,12,24.1,100.93,"",18
"2017-02-14 19:00:00",2017,2,14,"19:00",7.7,3.4,74,360,15,24.1,100.9,"Rain",19
"2017-02-14 20:00:00",2017,2,14,"20:00",7.3,4.1,80,360,11,24.1,100.88,"Rain",20
"2017-02-14 21:00:00",2017,2,14,"21:00",7.1,5.1,87,350,15,24.1,100.81,"Rain",21
"2017-02-14 22:00:00",2017,2,14,"22:00",NA,NA,NA,NA,NA,NA,NA,"",22
"2017-02-14 23:00:00",2017,2,14,"23:00",NA,NA,NA,NA,NA,NA,NA,"",23
"2017-02-15 00:00:00",2017,2,15,"00:00",NA,NA,NA,NA,NA,NA,NA,"",0
"2017-02-15 01:00:00",2017,2,15,"01:00",NA,NA,NA,NA,NA,NA,NA,"",1
"2017-02-15 02:00:00",2017,2,15,"02:00",NA,NA,NA,NA,NA,NA,NA,"",2
"2017-02-15 03:00:00",2017,2,15,"03:00",NA,NA,NA,NA,NA,NA,NA,"",3
"2017-02-15 04:00:00",2017,2,15,"04:00",NA,NA,NA,NA,NA,NA,NA,"",4
"2017-02-15 05:00:00",2017,2,15,"05:00",NA,NA,NA,NA,NA,NA,NA,"",5
"2017-02-15 06:00:00",2017,2,15,"06:00",8.4,7.7,95,360,2,24.1,100.4,"",6
"2017-02-15 07:00:00",2017,2,15,"07:00",8.6,8,96,20,7,24.1,100.45,"Mostly Cloudy",7
"2017-02-15 08:00:00",2017,2,15,"08:00",9.5,8.1,91,50,3,24.1,100.44,"",8
"2017-02-15 09:00:00",2017,2,15,"09:00",8.9,8.2,95,340,8,24.1,100.51,"Rain Showers",9
"2017-02-15 10:00:00",2017,2,15,"10:00",9.3,8.6,95,10,9,24.1,100.43,"Rain Showers",10
"2017-02-15 11:00:00",2017,2,15,"11:00",10.1,8.6,90,40,4,24.1,100.39,"",11
"2017-02-15 12:00:00",2017,2,15,"12:00",9.9,8.8,93,340,10,24.1,100.27,"",12
"2017-02-15 13:00:00",2017,2,15,"13:00",9.6,8.8,95,350,10,16.1,100.1,"Rain",13
"2017-02-15 14:00:00",2017,2,15,"14:00",9.5,8.8,95,350,15,24.1,99.87,"",14
"2017-02-15 15:00:00",2017,2,15,"15:00",10.2,9.1,93,90,25,19.3,99.69,"Rain",15
"2017-02-15 16:00:00",2017,2,15,"16:00",10,9.1,94,120,12,19.3,99.57,"Rain",16
"2017-02-15 17:00:00",2017,2,15,"17:00",10.7,9.6,93,120,36,24.1,99.38,"",17
"2017-02-15 18:00:00",2017,2,15,"18:00",10.3,9.2,93,120,31,19.3,99.33,"",18
"2017-02-15 19:00:00",2017,2,15,"19:00",10.7,9.5,92,120,21,24.1,99.35,"Rain Showers",19
"2017-02-15 20:00:00",2017,2,15,"20:00",10.2,8.8,91,230,9,24.1,99.32,"",20
"2017-02-15 21:00:00",2017,2,15,"21:00",10.4,9.3,93,70,7,24.1,99.28,"",21
"2017-02-15 22:00:00",2017,2,15,"22:00",NA,NA,NA,NA,NA,NA,NA,"",22
"2017-02-15 23:00:00",2017,2,15,"23:00",NA,NA,NA,NA,NA,NA,NA,"",23
"2017-02-16 00:00:00",2017,2,16,"00:00",NA,NA,NA,NA,NA,NA,NA,"",0
"2017-02-16 01:00:00",2017,2,16,"01:00",NA,NA,NA,NA,NA,NA,NA,"",1
"2017-02-16 02:00:00",2017,2,16,"02:00",NA,NA,NA,NA,NA,NA,NA,"",2
"2017-02-16 03:00:00",2017,2,16,"03:00",NA,NA,NA,NA,NA,NA,NA,"",3
"2017-02-16 04:00:00",2017,2,16,"04:00",NA,NA,NA,NA,NA,NA,NA,"",4
"2017-02-16 05:00:00",2017,2,16,"05:00",NA,NA,NA,NA,NA,NA,NA,"",5
"2017-02-16 06:00:00",2017,2,16,"06:00",9.6,5.4,75,270,23,24.1,99.32,"",6
"2017-02-16 07:00:00",2017,2,16,"07:00",9.2,5.2,76,270,26,24.1,99.37,"Mostly Cloudy",7
"2017-02-16 08:00:00",2017,2,16,"08:00",9,5.2,77,260,35,24.1,99.38,"",8
"2017-02-16 09:00:00",2017,2,16,"09:00",9.3,5.3,76,280,27,24.1,99.56,"",9
"2017-02-16 10:00:00",2017,2,16,"10:00",9.5,5.3,75,280,17,24.1,99.65,"Mostly Cloudy",10
"2017-02-16 11:00:00",2017,2,16,"11:00",9.6,4.8,72,290,22,24.1,99.71,"",11
"2017-02-16 12:00:00",2017,2,16,"12:00",9.8,4.4,69,260,22,24.1,99.75,"",12
"2017-02-16 13:00:00",2017,2,16,"13:00",9.4,5.2,75,210,8,24.1,99.82,"Mostly Cloudy",13
"2017-02-16 14:00:00",2017,2,16,"14:00",9.5,5.5,76,230,10,24.1,99.86,"",14
"2017-02-16 15:00:00",2017,2,16,"15:00",10.2,5.2,71,220,21,24.1,99.91,"",15
"2017-02-16 16:00:00",2017,2,16,"16:00",10.3,4.9,69,250,19,24.1,100,"Mostly Cloudy",16
"2017-02-16 17:00:00",2017,2,16,"17:00",9.5,4.9,73,250,13,24.1,100.08,"",17
"2017-02-16 18:00:00",2017,2,16,"18:00",9.1,4.5,73,250,21,24.1,100.14,"",18
"2017-02-16 19:00:00",2017,2,16,"19:00",8.8,4.3,73,270,20,24.1,100.22,"Mostly Cloudy",19
"2017-02-16 20:00:00",2017,2,16,"20:00",8.6,4.8,77,270,18,24.1,100.31,"",20
"2017-02-16 21:00:00",2017,2,16,"21:00",8.7,4.5,75,270,17,24.1,100.37,"",21
"2017-02-16 22:00:00",2017,2,16,"22:00",NA,NA,NA,NA,NA,NA,NA,"",22
"2017-02-16 23:00:00",2017,2,16,"23:00",NA,NA,NA,NA,NA,NA,NA,"",23
"2017-02-17 00:00:00",2017,2,17,"00:00",NA,NA,NA,NA,NA,NA,NA,"",0
"2017-02-17 01:00:00",2017,2,17,"01:00",NA,NA,NA,NA,NA,NA,NA,"",1
"2017-02-17 02:00:00",2017,2,17,"02:00",NA,NA,NA,NA,NA,NA,NA,"",2
"2017-02-17 03:00:00",2017,2,17,"03:00",NA,NA,NA,NA,NA,NA,NA,"",3
"2017-02-17 04:00:00",2017,2,17,"04:00",NA,NA,NA,NA,NA,NA,NA,"",4
"2017-02-17 05:00:00",2017,2,17,"05:00",NA,NA,NA,NA,NA,NA,NA,"",5
"2017-02-17 06:00:00",2017,2,17,"06:00",6.6,5.7,94,360,3,24.1,100.73,"",6
"2017-02-17 07:00:00",2017,2,17,"07:00",6.6,5.7,94,20,3,24.1,100.71,"Mostly Cloudy",7
"2017-02-17 08:00:00",2017,2,17,"08:00",6.1,5.1,93,350,9,24.1,100.71,"",8
"2017-02-17 09:00:00",2017,2,17,"09:00",7.5,5.8,89,30,7,24.1,100.71,"",9
"2017-02-17 10:00:00",2017,2,17,"10:00",8,5.5,84,50,5,24.1,100.67,"Cloudy",10
"2017-02-17 11:00:00",2017,2,17,"11:00",8.1,5.4,83,60,6,24.1,100.64,"",11
"2017-02-17 12:00:00",2017,2,17,"12:00",8.1,5.2,82,360,14,24.1,100.59,"",12
"2017-02-17 13:00:00",2017,2,17,"13:00",8.3,5.1,80,10,8,24.1,100.53,"Cloudy",13
"2017-02-17 14:00:00",2017,2,17,"14:00",8.9,4.4,73,360,15,24.1,100.42,"",14
"2017-02-17 15:00:00",2017,2,17,"15:00",9.1,4.4,72,340,14,24.1,100.35,"",15
"2017-02-17 16:00:00",2017,2,17,"16:00",9,4.5,73,360,12,24.1,100.31,"Mostly Cloudy",16
"2017-02-17 17:00:00",2017,2,17,"17:00",8.8,4.3,73,360,8,24.1,100.27,"",17
"2017-02-17 18:00:00",2017,2,17,"18:00",8,3.7,74,330,7,24.1,100.25,"",18
"2017-02-17 19:00:00",2017,2,17,"19:00",7,3.6,79,360,6,24.1,100.23,"Mainly Clear",19
"2017-02-17 20:00:00",2017,2,17,"20:00",6.6,3.6,81,340,8,24.1,100.14,"",20
"2017-02-17 21:00:00",2017,2,17,"21:00",6.5,3.1,79,340,8,24.1,100.11,"",21
"2017-02-17 22:00:00",2017,2,17,"22:00",NA,NA,NA,NA,NA,NA,NA,"",22
"2017-02-17 23:00:00",2017,2,17,"23:00",NA,NA,NA,NA,NA,NA,NA,"",23
"2017-02-18 00:00:00",2017,2,18,"00:00",NA,NA,NA,NA,NA,NA,NA,"",0
"2017-02-18 01:00:00",2017,2,18,"01:00",NA,NA,NA,NA,NA,NA,NA,"",1
"2017-02-18 02:00:00",2017,2,18,"02:00",NA,NA,NA,NA,NA,NA,NA,"",2
"2017-02-18 03:00:00",2017,2,18,"03:00",NA,NA,NA,NA,NA,NA,NA,"",3
"2017-02-18 04:00:00",2017,2,18,"04:00",NA,NA,NA,NA,NA,NA,NA,"",4
"2017-02-18 05:00:00",2017,2,18,"05:00",NA,NA,NA,NA,NA,NA,NA,"",5
"2017-02-18 06:00:00",2017,2,18,"06:00",5.2,2.9,85,360,1,24.1,99.83,"",6
"2017-02-18 07:00:00",2017,2,18,"07:00",5.1,2.5,83,360,2,24.1,99.8,"Rain Showers",7
"2017-02-18 08:00:00",2017,2,18,"08:00",5.2,2.6,83,360,2,24.1,99.79,"",8
"2017-02-18 09:00:00",2017,2,18,"09:00",5.4,2.9,84,350,5,19.3,99.76,"Rain Showers",9
"2017-02-18 10:00:00",2017,2,18,"10:00",5.6,3.3,85,360,10,16.1,99.73,"Rain Showers",10
"2017-02-18 11:00:00",2017,2,18,"11:00",5.6,3.6,87,360,11,16.1,99.7,"Rain Showers",11
"2017-02-18 12:00:00",2017,2,18,"12:00",5.7,4,89,350,13,12.9,99.66,"Rain Showers",12
"2017-02-18 13:00:00",2017,2,18,"13:00",6,3.9,86,360,13,19.3,99.59,"Rain Showers",13
"2017-02-18 14:00:00",2017,2,18,"14:00",6.4,3.9,84,360,8,24.1,99.59,"",14
"2017-02-18 15:00:00",2017,2,18,"15:00",6.7,3.9,82,10,7,16.1,99.57,"",15
"2017-02-18 16:00:00",2017,2,18,"16:00",7,3.8,80,60,5,16.1,99.59,"Cloudy",16
"2017-02-18 17:00:00",2017,2,18,"17:00",6.7,4,83,110,6,16.1,99.58,"",17
"2017-02-18 18:00:00",2017,2,18,"18:00",6.5,4.2,85,100,7,16.1,99.58,"",18
"2017-02-18 19:00:00",2017,2,18,"19:00",6.5,4.8,89,130,7,16.1,99.6,"Cloudy",19
"2017-02-18 20:00:00",2017,2,18,"20:00",6.6,5.1,90,120,8,16.1,99.58,"",20
"2017-02-18 21:00:00",2017,2,18,"21:00",6.8,5,88,130,5,16.1,99.61,"",21
"2017-02-18 22:00:00",2017,2,18,"22:00",NA,NA,NA,NA,NA,NA,NA,"",22
"2017-02-18 23:00:00",2017,2,18,"23:00",NA,NA,NA,NA,NA,NA,NA,"",23
"2017-02-19 00:00:00",2017,2,19,"00:00",NA,NA,NA,NA,NA,NA,NA,"",0
"2017-02-19 01:00:00",2017,2,19,"01:00",NA,NA,NA,NA,NA,NA,NA,"",1
"2017-02-19 02:00:00",2017,2,19,"02:00",NA,NA,NA,NA,NA,NA,NA,"",2
"2017-02-19 03:00:00",2017,2,19,"03:00",NA,NA,NA,NA,NA,NA,NA,"",3
"2017-02-19 04:00:00",2017,2,19,"04:00",NA,NA,NA,NA,NA,NA,NA,"",4
"2017-02-19 05:00:00",2017,2,19,"05:00",NA,NA,NA,NA,NA,NA,NA,"",5
"2017-02-19 06:00:00",2017,2,19,"06:00",6.3,5,91,90,9,24.1,99.41,"",6
"2017-02-19 07:00:00",2017,2,19,"07:00",6.5,3.5,81,100,13,24.1,99.4,"Mostly Cloudy",7
"2017-02-19 08:00:00",2017,2,19,"08:00",6.4,3.6,82,130,9,24.1,99.42,"",8
"2017-02-19 09:00:00",2017,2,19,"09:00",6.8,3.4,79,110,8,24.1,99.45,"",9
"2017-02-19 10:00:00",2017,2,19,"10:00",6.6,3.6,81,90,10,24.1,99.45,"Mostly Cloudy",10
"2017-02-19 11:00:00",2017,2,19,"11:00",7,3.3,77,260,5,24.1,99.51,"",11
"2017-02-19 12:00:00",2017,2,19,"12:00",7,3.6,79,160,7,24.1,99.57,"",12
"2017-02-19 13:00:00",2017,2,19,"13:00",7.8,3.7,75,90,7,24.1,99.54,"Mostly Cloudy",13
"2017-02-19 14:00:00",2017,2,19,"14:00",8.1,4.3,77,120,22,24.1,99.54,"",14
"2017-02-19 15:00:00",2017,2,19,"15:00",8.1,4.2,76,120,18,24.1,99.58,"",15
"2017-02-19 16:00:00",2017,2,19,"16:00",8,4.2,77,130,18,24.1,99.61,"Mostly Cloudy",16
"2017-02-19 17:00:00",2017,2,19,"17:00",7.7,4.5,80,130,21,24.1,99.68,"",17
"2017-02-19 18:00:00",2017,2,19,"18:00",7.6,4.6,81,120,14,24.1,99.74,"",18
"2017-02-19 19:00:00",2017,2,19,"19:00",7.6,4.6,81,360,2,24.1,99.81,"Mostly Cloudy",19
"2017-02-19 20:00:00",2017,2,19,"20:00",6.8,4.6,86,360,3,24.1,99.9,"",20
"2017-02-19 21:00:00",2017,2,19,"21:00",6.3,4.5,88,30,4,24.1,99.98,"",21
"2017-02-19 22:00:00",2017,2,19,"22:00",NA,NA,NA,NA,NA,NA,NA,"",22
"2017-02-19 23:00:00",2017,2,19,"23:00",NA,NA,NA,NA,NA,NA,NA,"",23
"2017-02-20 00:00:00",2017,2,20,"00:00",NA,NA,NA,NA,NA,NA,NA,"",0
"2017-02-20 01:00:00",2017,2,20,"01:00",NA,NA,NA,NA,NA,NA,NA,"",1
"2017-02-20 02:00:00",2017,2,20,"02:00",NA,NA,NA,NA,NA,NA,NA,"",2
"2017-02-20 03:00:00",2017,2,20,"03:00",NA,NA,NA,NA,NA,NA,NA,"",3
"2017-02-20 04:00:00",2017,2,20,"04:00",NA,NA,NA,NA,NA,NA,NA,"",4
"2017-02-20 05:00:00",2017,2,20,"05:00",NA,NA,NA,NA,NA,NA,NA,"",5
"2017-02-20 06:00:00",2017,2,20,"06:00",4.2,3.5,95,360,6,24.1,100.01,"",6
"2017-02-20 07:00:00",2017,2,20,"07:00",4.7,3.8,94,350,5,24.1,99.99,"Cloudy",7
"2017-02-20 08:00:00",2017,2,20,"08:00",4.8,3.9,94,350,10,24.1,99.97,"",8
"2017-02-20 09:00:00",2017,2,20,"09:00",6,4.3,89,360,5,24.1,100.01,"",9
"2017-02-20 10:00:00",2017,2,20,"10:00",6.5,4.3,86,350,12,24.1,100.03,"Cloudy",10
"2017-02-20 11:00:00",2017,2,20,"11:00",6.8,4.6,86,340,11,24.1,100.06,"",11
"2017-02-20 12:00:00",2017,2,20,"12:00",7.1,4.3,82,330,15,24.1,100.11,"",12
"2017-02-20 13:00:00",2017,2,20,"13:00",7.8,4.4,79,350,10,24.1,100.18,"Cloudy",13
"2017-02-20 14:00:00",2017,2,20,"14:00",8.4,4.4,76,0,1,24.1,100.27,"",14
"2017-02-20 15:00:00",2017,2,20,"15:00",7.5,5.3,86,250,6,24.1,100.38,"Rain Showers",15
